Date,Day,Sum of Provincial Data - National,Sum of Provincial Data - National,New cases,New cases,New cases,New cases,New cases,New cases,New cases,New cases,New cases,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,Tests,Tests,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,New cases,Daily tests,% pos tests
,,New cases,New cases - 7day moving average,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,New Daily tests,Tests total,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,National,National,National
31 Jul 20,Fri,11014,10170,883,864,3698,2787,325,821,514,339,783,943,960,3179,2792,310,621,397,224,745,41486,2959535,10718,14045,56138,40790,3454,7169,10988,3323,12332,12644,15357,61189,40160,3651,6050,11055,2722,13298,1609,4885,6038,2630,344,0,96,48,920,1403,741,4996,2332,289,350,494,30,849,8,0,103,36,0,13,0,0,33,76,9,94,34,3,2,3,1,35,11014,41486,27
01 Aug 20,Sat,10107,9870,844,1046,2847,2901,314,580,389,220,966,859,971,3043,2725,307,609,396,225,737,42450,3001985,10495,13257,49260,42405,3768,6479,11189,3408,12365,12173,15339,59234,40693,3696,6208,11018,2898,13178,1031,1834,9685,1245,0,1270,188,128,909,1287,976,4920,2158,257,447,428,47,823,36,0,40,41,0,0,0,7,24,73,9,94,35,3,2,3,2,32,10107,42450,24
02 Aug 20,Sun,8195,9436,628,791,2413,2693,165,439,247,170,649,832,945,2911,2606,281,587,375,219,680,34794,3036779,8989,13997,51633,44298,3442,6368,11129,3221,12765,11481,15289,57147,40993,3682,6266,11006,3023,13024,2109,0,0,769,468,550,307,357,206,1480,975,4920,2268,292,526,382,93,800,25,51,40,31,23,0,0,0,43,39,13,87,36,5,2,3,2,33,8195,34794,24
03 Aug 20,Mon,5377,9190,264,606,1414,2061,160,275,188,171,238,778,926,2804,2626,278,573,364,204,639,21916,3058695,7811,13351,53010,39208,3590,6598,11168,2885,12615,10595,15056,55690,40736,3676,6376,11015,3061,12812,1422,1252,0,7139,12,0,121,507,357,1627,1152,4186,2845,280,454,347,165,817,20,0,37,12,0,45,28,0,31,36,13,88,34,5,6,6,1,33,5377,21916,25
04 Aug 20,Tue,4456,8794,170,628,1144,1625,185,321,121,77,185,682,886,2644,2555,270,595,354,197,611,19507,3078202,6592,13546,54038,40346,3775,4857,10955,2955,11569,9711,14734,54797,40823,3663,6259,10997,3094,12581,1346,433,0,398,0,2062,334,7,1134,1525,1201,3453,2426,280,703,367,163,802,43,0,116,89,0,0,0,0,97,39,13,86,37,5,6,6,1,38,4456,19507,23
05 Aug 20,Wed,8559,8393,556,899,2192,1812,236,1419,416,259,770,647,861,2416,2365,255,670,351,215,613,34989,3113191,5863,14323,53594,34903,3915,5364,11334,2743,11224,8846,14369,53751,40374,3631,6171,11048,3081,12196,1150,0,2591,7193,96,896,37,471,1081,1457,1201,3394,2768,283,748,295,226,956,135,122,45,62,0,16,0,0,34,47,24,71,40,5,8,6,1,39,8559,34989,24
06 Aug 20,Thu,8307,8002,614,891,2349,2317,248,668,358,294,568,566,818,2294,2314,233,646,319,219,594,36616,3149807,4977,14198,53241,35555,2907,5374,11408,2809,10745,7921,13817,52988,39644,3550,6030,11167,3049,11945,1434,993,2627,1587,1256,658,284,210,1001,1443,1342,2992,2994,311,777,195,247,801,66,23,75,78,0,0,0,18,46,52,26,75,46,2,8,6,2,41,8307,36616,23
07 Aug 20,Fri,7292,7470,601,754,1528,2729,265,463,271,253,428,525,802,1984,2305,225,595,284,206,543,33851,3183658,4589,14695,51150,38143,3172,4805,11024,3035,10145,7045,13910,52275,39265,3510,5692,11172,3008,11633,932,257,3483,65,0,1032,655,20,999,1346,681,2627,2628,262,924,275,243,812,57,0,136,76,0,0,0,7,29,51,18,82,52,2,7,5,3,40,7292,33851,22
08 Aug 20,Sat,7712,7128,459,865,1840,2804,207,468,327,181,561,470,776,1840,2292,209,579,275,201,486,36607,3220265,5004,15237,48707,40141,2405,4338,9589,3142,9797,6261,14192,52196,38942,3315,5386,10944,2970,11266,5,323,4260,652,937,935,1741,69,887,1200,465,1852,2543,396,876,497,234,809,39,0,23,154,37,0,21,5,22,53,18,79,60,5,7,5,3,38,7712,36607,21
09 Aug 20,Sun,6670,6910,327,628,1768,2420,201,505,195,255,371,427,753,1748,2253,215,588,268,213,446,30318,3250583,4131,15378,47120,41594,2606,4508,9784,3249,9883,5567,14390,51551,38556,3196,5121,10752,2974,10854,1120,487,3323,904,0,335,0,148,262,1058,535,2326,2563,329,845,453,205,817,80,0,32,63,0,0,0,0,23,57,18,68,63,5,7,5,3,38,6670,30318,22
10 Aug 20,Mon,3740,6677,177,539,794,1318,165,216,96,181,254,415,743,1659,2146,215,580,255,214,448,16911,3267494,3426,15456,45167,42811,2377,3473,9667,3427,9923,4940,14690,50431,39070,3022,4674,10537,3051,10469,825,397,2708,90,394,1241,213,1,184,973,413,2713,1556,383,1023,466,132,793,57,64,39,11,0,10,0,2,30,51,24,62,59,5,8,4,4,37,3740,16911,22
11 Aug 20,Tue,2511,6399,137,300,532,1108,96,78,98,59,103,410,697,1572,2073,203,545,252,212,436,11483,3278977,2879,15317,41358,42286,2473,2968,9636,3402,8864,4410,14943,48620,39348,2836,4404,10349,3115,10083,664,439,4306,1603,0,583,109,84,1137,876,414,3328,1728,383,811,434,143,793,20,0,35,30,0,0,20,0,25,53,24,56,59,5,6,6,4,37,2511,11483,22
12 Aug 20,Wed,2810,5577,64,369,592,1005,68,222,174,96,220,340,621,1343,1957,179,374,217,188,358,16457,3295434,2237,14642,39863,43217,1847,2948,9569,3191,8316,3892,14989,46658,40535,2541,4059,10097,3179,9668,660,1044,1979,0,694,242,241,307,737,806,563,3241,700,469,718,463,120,744,46,0,108,74,0,0,0,0,31,53,24,62,62,5,6,6,3,37,2810,16457,17
13 Aug 20,Thu,3946,4954,223,471,1135,734,144,356,278,165,440,284,561,1170,1731,164,330,206,170,340,20063,3315497,2217,14662,38637,43145,1150,3150,9774,3252,7941,3498,15055,44572,41620,2290,3741,9863,3243,9267,175,389,2331,767,827,136,73,96,794,626,477,3199,583,407,643,433,104,714,68,62,30,39,14,18,0,8,21,57,25,61,63,5,8,6,4,35,3946,20063,20
14 Aug 20,Fri,6275,4809,370,788,1711,1511,195,443,333,321,603,251,566,1196,1557,154,327,214,180,365,35614,3351111,2068,15124,38262,24826,1136,2961,10081,3412,7930,3137,15117,42731,39717,1999,3478,9729,3296,8951,477,306,2010,19776,209,610,0,143,586,561,484,2988,3399,437,583,340,121,655,42,20,76,54,0,22,26,18,28,59,26,65,66,5,6,6,5,35,6275,35614,18
15 Aug 20,Sat,4513,4352,299,628,1140,875,231,361,277,292,410,228,532,1096,1282,157,312,207,196,343,26918,3378029,2362,15133,37078,25130,1247,2757,9844,3657,7777,2760,15102,41069,37573,1834,3252,9765,3370,8662,0,602,2303,537,102,565,514,47,537,560,523,2709,3382,318,530,164,118,605,5,17,21,34,18,0,0,0,26,56,28,56,61,6,6,6,5,29,4513,26918,17
16 Aug 20,Sun,3692,3927,335,405,964,764,128,374,157,105,460,229,500,981,1045,147,293,202,174,356,22609,3400638,2627,15532,37008,24802,1133,2670,8076,3231,8000,2545,15124,39625,35174,1623,2990,9521,3367,8393,0,0,1007,1071,242,461,1907,531,217,400,454,2378,3406,353,548,437,173,599,70,6,27,21,0,0,18,0,20,50,17,55,58,6,5,8,5,27,3692,22609,16
17 Aug 20,Mon,2541,3755,86,434,602,654,184,185,55,181,160,216,485,954,950,149,288,196,174,342,15032,3415670,1578,14780,36230,24396,1317,2599,8131,3196,7956,2281,15027,38348,32543,1472,2865,9302,3334,8112,1085,1181,1366,1046,0,231,0,213,172,437,566,2186,3543,296,404,406,203,597,50,5,14,14,0,25,0,3,32,49,16,49,52,6,7,8,4,26,2541,15032,17
18 Aug 20,Tue,2258,3719,52,289,712,528,56,243,140,108,130,204,483,979,867,144,312,202,181,346,14677,3430347,1564,14509,31788,24138,1373,2251,8251,3272,7216,2093,14912,36981,29951,1315,2762,9104,3316,7877,0,547,5065,729,0,591,0,29,836,342,581,2294,3418,296,405,391,195,554,66,13,89,57,0,0,20,3,34,49,17,45,50,6,7,10,4,27,2258,14677,15
19 Aug 20,Wed,3916,3877,218,570,1062,706,131,350,196,212,471,226,512,1047,825,153,330,205,198,382,25324,3455671,1745,13073,31138,22884,1504,2417,8447,3280,7658,2023,14688,35734,27046,1266,2686,8943,3329,7783,0,2001,1669,1915,0,184,0,204,0,248,718,2250,3692,197,397,356,180,449,37,5,43,45,0,0,0,0,29,49,17,47,40,3,7,8,3,27,3916,25324,15
20 Aug 20,Thu,3880,3868,224,502,944,809,142,392,227,234,406,226,517,1019,835,152,335,198,208,377,24612,3480283,1943,13319,30512,23162,1389,2715,6706,3321,7036,1984,14496,34574,24191,1300,2624,8505,3338,7653,0,231,1487,495,245,94,1968,193,1015,223,695,2130,3653,114,391,627,194,480,26,25,83,36,12,0,0,0,13,44,20,51,38,4,7,8,3,26,3880,24612,16
21 Aug 20,Fri,3398,3457,201,471,877,708,195,242,135,243,326,202,471,900,721,152,307,170,196,338,24224,3504507,1420,13126,30307,23401,1574,2838,6831,3509,7337,1891,14210,33437,23988,1362,2607,8041,3352,7569,667,664,1036,388,10,119,0,49,0,250,747,1990,883,86,321,627,181,397,57,0,46,81,0,0,10,6,25,44,14,52,44,4,6,9,3,26,3398,24224,14
22 Aug 20,Sat,3707,3342,252,485,1414,544,108,201,182,178,343,195,451,939,673,135,284,156,180,328,30560,3535067,1647,13413,30180,22866,1659,2388,6954,3590,7184,1789,13965,32452,23664,1421,2554,7628,3343,7484,0,198,1504,1048,23,605,59,97,491,250,689,1876,956,74,326,562,188,390,25,0,37,31,0,46,0,0,5,45,14,52,44,4,10,7,3,24,3707,30560,12
23 Aug 20,Sun,2728,3204,164,359,772,509,174,198,116,133,303,171,444,912,637,141,259,150,184,306,18358,3553425,1800,13735,30138,22838,1799,2133,7070,3202,7479,1671,13708,31470,23384,1516,2477,7484,3339,7409,0,37,773,525,34,453,0,521,0,250,694,1843,878,45,325,290,187,359,11,0,41,12,0,0,0,0,8,42,14,46,39,4,10,7,3,22,2728,18358,15
24 Aug 20,Mon,1677,3081,37,387,507,261,80,63,70,193,79,164,438,898,581,127,241,152,186,294,10640,3564065,1826,14122,28997,15798,1803,1818,7139,3110,7134,1706,13614,30437,22155,1586,2366,7343,3326,7292,0,0,1636,7287,68,342,1,285,405,95,525,1881,1770,54,341,290,197,392,11,0,12,14,8,36,0,0,19,36,8,44,36,3,12,7,3,22,1677,10640,16
25 Aug 20,Tue,1567,2982,71,236,367,419,60,173,74,53,114,167,430,849,565,127,231,143,178,292,14771,3578836,1881,13862,28151,15505,1036,1654,7213,2878,7098,1752,13521,29918,20922,1538,2280,7194,3270,7275,0,496,1159,677,827,321,0,275,132,95,518,1323,1762,172,303,290,232,292,16,0,54,35,0,16,0,10,18,34,6,42,35,3,11,4,2,21,1567,14771,11
26 Aug 20,Wed,2684,2806,161,377,718,575,92,219,201,125,216,159,402,800,546,122,213,144,166,255,20137,3598973,2030,12673,27702,15228,1036,1873,6720,2971,6674,1792,13464,29427,19828,1471,2203,6948,3226,7135,0,1566,1106,795,92,0,694,28,580,95,456,1243,1602,186,276,389,207,375,12,0,61,57,0,0,0,4,60,35,5,46,37,2,11,4,2,24,2684,20137,13
27 Aug 20,Thu,2585,2621,153,439,546,489,72,122,159,329,276,148,393,743,501,112,174,134,179,237,19009,3617982,1399,13023,26249,14803,1049,1774,6588,3069,5316,1715,13422,28818,18634,1422,2068,6931,3190,6889,759,89,1966,866,59,221,291,231,1614,204,436,1311,1655,159,294,149,212,460,25,0,33,48,0,0,0,0,20,31,4,47,39,2,11,3,2,24,2585,19009,14
28 Aug 20,Fri,1846,2399,76,323,423,278,93,88,117,214,234,131,372,678,439,97,152,131,175,224,14329,3632311,1465,13144,25473,14736,949,1441,6517,3139,5540,1721,13425,28127,17396,1333,1869,6886,3137,6632,0,202,1152,331,193,403,172,144,0,108,370,1328,1647,185,335,174,226,460,10,0,47,14,0,18,16,0,10,16,0,41,30,1,17,2,2,20,1846,14329,13
29 Aug 20,Sat,2419,2215,198,415,544,428,79,181,164,241,169,123,362,554,423,93,149,129,184,199,20659,3652970,1657,13420,25222,14724,899,1325,6409,3277,4893,1723,13426,27419,16233,1224,1717,6808,3092,6305,0,16,714,421,129,297,272,103,807,108,344,1215,1557,200,291,204,227,505,6,123,81,19,0,0,0,0,9,13,18,47,28,1,10,2,2,21,2419,20659,12
30 Aug 20,Sun,2505,2183,161,400,525,435,128,186,154,284,232,122,368,519,412,86,147,134,206,189,21902,3674872,1811,13772,24777,14935,885,1228,6508,3476,4982,1724,13431,26653,15104,1094,1588,6728,3131,5948,0,45,954,221,142,272,55,85,136,108,345,1241,1514,216,265,212,164,525,7,3,16,3,0,11,0,0,7,12,18,43,27,1,12,2,2,20,2505,21902,11
31 Aug 20,Mon,1985,2227,103,331,521,280,98,273,108,158,113,132,360,521,415,89,177,140,201,193,18849,3693721,1894,13999,24111,14874,665,1326,6464,3594,4992,1734,13413,25955,14972,931,1517,6631,3201,5642,0,88,1167,340,295,175,144,31,79,108,357,1174,522,248,241,233,128,478,20,16,20,1,23,0,8,9,24,14,20,45,25,3,6,3,3,21,1985,18849,11
01 Sep 20,Tue,1218,2177,54,237,349,231,36,65,42,111,93,129,360,518,388,85,162,135,209,190,11687,3705408,1081,12945,23098,10701,613,1180,6238,3533,4564,1620,13282,25233,14286,871,1450,6492,3294,5280,860,1284,1323,4391,88,201,250,172,501,231,470,1197,1052,143,224,268,113,531,7,7,39,13,0,10,18,0,20,12,21,42,22,3,6,6,2,21,1218,11687,10
02 Sep 20,Wed,2386,2135,105,348,639,424,99,135,214,183,239,121,356,507,366,86,150,137,217,194,21313,3726721,1157,11743,23203,10892,712,1250,5950,3466,4377,1495,13149,24590,13666,825,1361,6382,3365,4952,0,1535,485,221,0,65,502,245,410,231,466,1109,970,129,233,241,144,507,29,15,49,12,0,0,0,5,16,15,23,41,16,3,6,6,2,15,2386,21313,11
03 Sep 20,Thu,2420,2111,167,396,521,373,88,141,212,293,229,123,350,503,350,89,153,144,212,187,20380,3747101,1300,12074,23410,11065,639,1322,5513,3653,4589,1481,13014,24185,13132,766,1296,6228,3448,4848,0,57,264,161,161,42,640,106,0,123,461,866,869,144,208,291,127,276,24,8,50,39,0,27,9,0,17,15,25,43,14,3,9,7,2,15,2420,20380,12
04 Sep 20,Fri,2063,2142,146,323,508,326,108,90,149,208,205,133,350,515,357,91,153,149,211,183,18599,3765700,1434,11306,23221,11108,735,1143,5662,3825,4148,1476,12751,23863,12614,735,1253,6106,3546,4649,0,1073,654,268,0,269,0,25,642,123,585,794,860,116,189,266,110,368,12,18,43,15,12,0,0,11,4,15,27,43,15,5,7,5,4,14,2063,18599,11
05 Sep 20,Sat,1806,2055,120,294,378,286,69,140,127,197,195,122,333,492,336,89,147,144,205,187,18123,3783823,1543,11581,22044,10586,749,1123,5263,4000,4012,1460,12489,23409,12023,714,1225,5943,3650,4523,0,0,1539,763,55,160,526,22,321,123,583,912,909,106,169,302,98,298,11,19,16,45,0,0,0,0,10,16,12,33,18,5,7,5,4,14,1806,18123,10
06 Sep 20,Sun,1633,1930,94,295,334,178,69,100,153,205,205,113,318,464,300,81,135,144,194,183,16367,3800190,1630,11867,21784,10541,738,1050,4937,3061,4129,1434,12216,22982,11395,693,1199,5718,3590,4402,0,0,570,192,80,135,479,1144,87,123,577,857,905,97,150,363,249,291,7,9,24,31,0,38,0,0,1,16,13,34,22,5,11,5,4,13,1633,16367,10
07 Sep 20,Mon,845,1767,19,205,189,80,35,49,49,162,57,101,300,417,271,72,103,135,194,175,8759,3808949,1028,12065,21282,10267,638,943,4479,3007,4094,1310,11940,22577,10737,689,1144,5435,3506,4273,609,0,686,329,92,156,497,216,79,210,564,789,904,68,147,413,276,291,12,7,5,25,43,0,10,0,13,15,12,32,26,8,11,5,2,12,845,8759,10
08 Sep 20,Tue,1079,1747,58,168,246,177,28,73,105,137,87,101,290,402,263,71,104,144,198,174,12213,3821162,1077,12227,21133,10261,588,865,4584,3116,3775,1310,11838,22297,10674,686,1099,5198,3447,4161,0,0,380,156,78,151,0,23,386,87,381,654,299,67,140,378,254,275,9,6,15,27,0,0,0,5,20,15,12,29,28,8,9,3,3,12,1079,12213,9
09 Sep 20,Wed,1990,1691,114,302,408,291,103,113,181,185,293,103,283,369,244,71,101,139,198,182,21827,3842989,1186,12521,20894,9579,654,978,4612,3182,3722,1314,11949,21967,10487,677,1061,5007,3406,4067,0,0,620,963,37,0,143,119,324,87,161,673,405,72,130,326,236,263,5,8,27,10,0,0,10,0,22,11,11,26,27,8,9,4,2,12,1990,21827,9
10 Sep 20,Thu,2007,1632,88,376,411,286,79,114,187,223,243,91,280,353,232,70,97,136,188,184,20464,3863453,1267,12793,21063,7891,596,987,4784,3164,3625,1309,12051,21632,10033,671,1013,4903,3336,3929,0,100,221,1957,136,79,0,241,334,87,168,667,661,68,136,235,256,310,7,4,21,17,1,26,15,0,6,9,10,22,24,8,9,5,2,11,2007,20464,10
11 Sep 20,Fri,1960,1617,94,418,334,281,80,115,168,289,181,84,294,329,226,66,101,139,200,180,20713,3884166,1345,12922,20761,8017,660,907,4952,3307,3562,1297,12282,21280,9592,660,979,4802,3262,3846,0,287,617,136,16,171,0,131,226,87,55,662,642,71,122,235,271,251,16,2,19,19,0,24,0,15,18,10,8,18,25,6,13,5,3,13,1960,20713,9
12 Sep 20,Sat,1816,1619,101,354,345,228,54,140,159,204,231,81,303,324,217,64,101,143,201,185,18620,3902786,1438,13197,20640,7420,612,925,5111,3459,3562,1282,12513,21080,9139,641,951,4780,3185,3781,0,74,454,814,102,122,0,52,218,87,66,507,650,77,116,160,275,236,8,5,12,11,0,0,0,0,13,9,6,18,20,6,13,5,3,13,1816,18620,10
13 Sep 20,Sun,1579,1611,92,271,309,222,70,70,125,268,152,81,299,320,224,64,96,139,210,178,15692,3918478,1526,13452,20461,7583,612,883,5236,3030,3657,1267,12740,20891,8717,623,927,4823,3181,3714,0,16,482,55,70,112,0,697,51,87,68,494,630,76,113,91,211,231,4,0,6,4,0,0,0,0,6,9,5,15,16,6,7,5,3,14,1579,15692,10
14 Sep 20,Mon,956,1627,41,245,167,124,33,75,43,173,55,84,305,317,230,64,100,138,211,177,10136,3928614,1563,13604,20188,7564,645,890,4723,3143,3641,1343,12959,20734,8331,624,919,4857,3200,3649,0,72,437,141,0,68,541,60,64,0,78,459,603,63,100,98,189,229,4,21,3,2,0,0,15,0,7,8,7,15,13,0,7,6,3,13,956,10136,9
15 Sep 20,Tue,772,1583,58,135,174,161,47,35,59,52,51,84,300,307,228,67,95,132,199,172,11603,3940217,830,12965,19880,7100,525,778,4234,3028,3414,1308,13065,20555,7879,615,907,4807,3188,3598,787,774,470,609,100,128,548,156,265,112,189,472,668,66,97,176,208,212,4,0,12,16,67,19,0,11,13,7,6,14,11,10,10,6,4,12,772,11603,7
16 Sep 20,Wed,1923,1573,149,347,417,236,101,126,206,111,230,89,307,308,220,66,96,135,189,163,20962,3961179,979,13178,20028,7179,626,837,4254,3059,3404,1278,13159,20432,7536,611,887,4756,3170,3552,0,134,255,133,0,56,186,74,231,112,208,419,549,61,105,182,202,198,0,0,14,24,0,11,0,6,9,6,5,12,13,10,11,4,5,10,1923,20962,9
17 Sep 20,Thu,2128,1591,113,439,443,237,80,118,194,276,228,93,316,313,213,66,97,136,196,161,22354,3983533,1089,13444,20300,6946,589,933,4448,3305,3443,1253,13252,20323,7401,610,879,4708,3190,3526,0,173,158,450,98,22,0,30,177,112,219,410,334,55,97,182,171,176,3,0,13,20,19,0,0,0,12,6,4,11,14,12,8,2,5,11,2128,22354,10
18 Sep 20,Fri,2055,1604,118,334,449,213,113,158,135,373,162,96,304,329,203,71,103,132,208,158,20057,4003590,1202,13603,20321,7105,641,953,4149,3552,3400,1232,13349,20260,7271,607,886,4594,3225,3503,0,175,366,45,61,138,434,124,198,112,203,375,321,62,92,244,170,172,5,0,62,9,0,0,0,2,7,4,4,17,12,12,4,2,3,10,2055,20057,10
19 Sep 20,Sat,2029,1635,140,401,326,209,101,127,169,355,201,102,310,326,200,78,101,133,230,154,21069,4024659,859,13919,20203,7090,666,1039,3871,3227,3408,1150,13452,20197,7224,615,902,4416,3192,3481,479,85,439,172,58,41,447,680,189,181,204,372,229,55,81,308,260,168,4,0,5,52,18,0,0,0,4,3,3,16,18,15,4,2,3,8,2029,21069,10
20 Sep 20,Sun,1555,1631,130,261,254,174,45,90,146,306,149,107,309,319,193,74,104,136,235,154,16884,4041543,986,14150,20187,7208,711,934,4017,3500,3494,1073,13552,20158,7170,629,909,4242,3259,3458,0,30,267,55,0,195,0,33,57,181,206,342,229,45,93,308,165,169,3,0,3,1,0,0,0,0,6,3,3,16,18,15,4,2,3,8,1555,16884,9
21 Sep 20,Mon,725,1598,41,254,115,90,18,46,16,126,19,107,310,311,189,72,100,132,228,149,6180,4047723,1018,14360,20017,7238,603,873,3745,3438,3444,995,13660,20134,7124,623,907,4103,3301,3430,0,44,276,59,126,107,272,188,65,181,202,319,218,63,98,270,184,169,9,0,9,1,0,0,16,0,4,4,0,17,18,15,4,2,3,8,725,6180,12
22 Sep 20,Tue,1346,1680,114,325,274,139,56,87,144,117,90,115,337,325,185,73,107,144,238,154,16394,4064117,1127,14495,19974,6702,659,835,3889,3367,3212,1037,13878,20147,7067,642,915,4053,3350,3401,0,190,272,621,0,125,0,183,305,68,119,290,219,49,98,191,187,175,5,0,45,54,0,0,0,5,17,4,0,22,23,5,2,2,2,8,1346,16394,8
23 Sep 20,Wed,1906,1678,101,327,356,202,129,100,197,280,214,108,334,317,181,77,104,143,262,152,19640,4083757,1226,14660,20131,6731,732,886,3652,3527,3208,1072,14090,20162,7003,657,922,3967,3417,3373,0,162,188,155,34,36,425,120,205,68,123,281,222,54,95,225,194,171,2,0,11,18,22,13,9,0,13,4,0,21,22,8,2,4,1,9,1906,19640,10
24 Sep 20,Thu,1861,1640,148,410,305,176,97,130,160,185,250,113,330,297,172,80,105,138,249,155,18405,4102162,1367,14737,20276,6772,667,995,3812,2941,3283,1112,14275,20158,6978,668,931,3876,3365,3350,0,333,102,127,162,21,0,771,171,68,146,273,176,63,95,225,300,170,7,0,58,8,0,0,0,0,4,5,0,28,20,6,2,4,1,8,1861,18405,10
25 Sep 20,Fri,1480,1557,112,325,230,139,136,72,121,201,144,112,329,266,161,83,93,136,224,152,14917,4117079,1474,13552,20075,6879,703,926,3456,2790,3213,1151,14268,20123,6946,677,927,3777,3256,3323,0,1510,426,27,98,141,477,344,210,68,336,281,174,68,95,232,331,172,5,0,5,5,2,0,0,8,4,5,0,19,20,6,2,4,2,7,1480,14917,10
26 Sep 20,Sat,969,1406,96,199,211,119,52,20,82,119,71,106,300,249,148,76,78,124,191,134,11359,4128438,1099,13471,19725,6383,751,799,3075,2909,3092,1185,14204,20055,6845,689,893,3664,3210,3278,466,280,518,611,4,136,463,0,191,67,364,293,236,61,109,234,234,172,5,0,43,4,0,11,0,0,1,5,0,25,13,3,3,4,2,7,969,11359,9
27 Sep 20,Sun,1268,1365,116,251,178,123,79,87,121,178,135,104,299,238,141,81,77,120,172,132,15028,4143466,1208,13688,19419,6145,649,701,2857,2821,3159,1217,14138,19945,6693,681,859,3498,3113,3230,0,34,482,356,181,185,334,266,65,67,365,323,279,86,107,282,267,173,7,0,2,5,0,0,5,0,3,6,0,25,14,3,3,4,2,7,1268,15028,8
28 Sep 20,Mon,903,1390,83,221,163,66,39,48,66,154,63,110,294,245,138,84,78,127,176,138,9014,4152480,1288,13692,19268,6210,633,525,2853,2975,3161,1256,14042,19838,6546,685,810,3371,3047,3190,0,39,312,0,55,224,70,0,57,67,364,329,271,76,124,253,241,172,3,178,2,1,0,0,0,0,4,5,25,24,14,3,3,2,2,7,903,9014,10
29 Sep 20,Tue,903,1327,101,209,171,92,34,94,82,72,48,108,277,231,131,81,79,118,170,132,12011,4164491,1381,13588,19161,5783,626,672,2413,2821,2940,1292,13913,19722,6415,680,786,3160,2969,3151,0,308,250,508,36,-53,514,216,263,67,381,325,255,81,99,326,245,166,8,5,28,11,5,0,8,10,6,5,26,21,7,4,3,3,3,5,903,12011,8
30 Sep 20,Wed,1767,1307,128,389,331,183,84,104,158,192,198,112,286,227,128,74,79,113,157,130,23426,4187917,1506,12902,19291,5898,694,728,2571,2958,2945,1332,13661,19602,6296,675,764,3005,2888,3113,0,1068,190,31,16,48,0,55,184,67,510,326,237,79,100,265,236,163,3,7,11,37,0,0,0,0,9,5,27,21,10,1,2,2,3,4,1767,23426,8
01 Oct 20,Thu,1745,1291,155,369,352,140,94,109,145,232,149,113,280,234,123,74,76,111,164,115,21132,4209049,934,13255,19537,5853,637,793,2553,2939,2863,1270,13450,19497,6164,670,735,2825,2888,3053,727,2,98,136,151,3,156,244,225,170,463,325,238,77,98,288,161,171,0,14,8,49,0,41,7,7,6,4,29,14,16,1,7,3,4,5,1745,21132,8
02 Oct 20,Fri,1749,1329,193,360,309,134,121,65,167,228,172,125,285,245,122,72,75,117,168,119,20660,4229709,1124,13492,19467,5941,659,720,2668,2923,2886,1220,13441,19410,6030,664,705,2713,2907,3007,0,114,371,38,99,138,52,237,141,170,264,317,240,77,97,227,145,161,3,9,8,8,0,0,0,7,8,4,30,15,16,1,7,3,3,5,1749,20660,8
03 Oct 20,Sat,1883,1460,141,412,331,143,84,84,204,291,193,131,316,262,126,76,84,135,192,137,21804,4251513,1264,13391,19496,5857,743,691,2872,2629,3072,1244,13430,19377,5955,663,690,2684,2867,3004,0,505,300,216,0,113,0,585,0,104,296,286,184,77,94,161,229,134,1,8,2,11,0,0,0,0,7,4,32,9,17,1,6,3,3,6,1883,21804,9
